X1,Colleague,Second Colleague,Source,Year,Authors,Title,Transplant Interaction,Multiple Levels of EcoReality?,Donor Taxon,Donor Taxon Details,Cultured?,Recipient Taxon,Recipient Taxon Details,Eco-Reality Taxon Match,Number of Treatment Groups,Number of Individuals per Group,DNA Extraction Method,Sequencing Approach,Eco-Reality of Donor Microbiome (1-3),Justification/Description for Donor Microbiome,Eco-Reality of Donor Environment (1-5),Justification/Description for Donor Environment,Eco-Reality of Donor Physiology (1-2),Justification/Description for Donor Physiology,Eco-Reality of Recipient Microbiome (1-5),Justification/Description for Recipient Microbiome,Eco-Reality of Recipient Environment (1-5),Justification/Description for Recipient Environment,Eco-Reality of Recipient Physiology (1-2),Justification/Description for Recipient Physiology,Eco-Reality of Transplant Method (1-2),Justification/Description for Transplant Method,Eco-Reality of Housing Method (1-2),Justification/Description for Housing Method,Microbial Response,Microbial Category,Physiological Response,Phys Category,Data Plots,Experiment Synopsis,Second Colleague Differences,X43
Macke2017,Will,Tim,Prelim.,2017,"Macke, Emilie , Martijn Callens, Luc De Meester & Ellen Decaestecker","Host-genotype dependent gut microbiota drives
zooplankton tolerance to toxic cyanobacteria",6,N,Daphnia,"Non-toxicity pre-exposed, Intolerant Genotype",No,Daphnia,Tolerant Genotype,Match,Complex sample design,5 per combination (4 donor genotypes × 2 donordiets × 3 replicated donor populations × 3 recipient genotypes × 5 individuals),"DNA was extracted using a PowerSoil DNA isolation kit (MO BIO laboratories), and dissolved in 20 µL MilliQ water.",V4 region of bacterial 16S rRNA,3,"Donor Daphnia from tolerant (T1 and T2) and susceptible (S1 and S2) genotypes were provided with a same inoculum of pond water to ensure a sufficiently diverse gut microbiota, and exposed to either a nontoxic green algal diet or a toxic cyanobacterial diet for 12 generations",2,"As all genotypes were hatched in the laboratory from resting eggs, and maintained in the laboratory for several years, it is unlikely that the experimental populations contain bacteria from the pond of origin.",1,"Donor Daphnia from tolerant (T1 and T2) and susceptible (S1 and S2) genotypes were provided with a same inoculum of pond water to ensure a sufficiently diverse gut microbiota, and exposed to either a nontoxic green algal diet or a toxic cyanobacterial diet for 12 generations",1,"The gut microbiota from these donor Daphnia was then extracted, and inoculated into germ-free recipient juveniles from either tolerant or susceptible genotypes.",1,sterile lab environment,2,and inoculated into germ-free recipient juveniles from either tolerant or susceptible genotypes.,2,Inocula added to daphnia tube,1,individually placed in 50 mL centrifuge tubes containing 45 mL of sterile ADaM.,Bacterial family diversity and composition,alpha and beta diversity,Survival and reproduction,Survival,"Fig. 1,3,4,5. shannon index, PCA plots",Here we use gut microbiota transplants to show that both host genotype and gut microbiota mediate tolerance to toxic cyanobacteria in the freshwater crustacean Daphnia magna.,NA,NA
Macke2017,Will,Tim,Prelim.,2017,"Macke, Emilie , Martijn Callens, Luc De Meester & Ellen Decaestecker","Host-genotype dependent gut microbiota drives
zooplankton tolerance to toxic cyanobacteria",7,N,Daphnia,"Non-toxicity pre-exposed, Tolerant Genotype",No,Daphnia,Intolerant Genotype,Match,Complex sample design,5 per combination (4 donor genotypes × 2 donordiets × 3 replicated donor populations × 3 recipient genotypes × 5 individuals),"DNA was extracted using a PowerSoil DNA isolation kit (MO BIO laboratories), and dissolved in 20 µL MilliQ water.",V4 region of bacterial 16S rRNA,3,"Donor Daphnia from tolerant (T1 and T2) and susceptible (S1 and S2) genotypes were provided with a same inoculum of pond water to ensure a sufficiently diverse gut microbiota, and exposed to either a nontoxic green algal diet or a toxic cyanobacterial diet for 12 generations",2,"As all genotypes were hatched in the laboratory from resting eggs, and maintained in the laboratory for several years, it is unlikely that the experimental populations contain bacteria from the pond of origin.",1,"Donor Daphnia from tolerant (T1 and T2) and susceptible (S1 and S2) genotypes were provided with a same inoculum of pond water to ensure a sufficiently diverse gut microbiota, and exposed to either a nontoxic green algal diet or a toxic cyanobacterial diet for 12 generations",1,"The gut microbiota from these donor Daphnia was then extracted, and inoculated into germ-free recipient juveniles from either tolerant or susceptible genotypes.",1,sterile lab environment,2,and inoculated into germ-free recipient juveniles from either tolerant or susceptible genotypes.,2,Inocula added to daphnia tube,1,individually placed in 50 mL centrifuge tubes containing 45 mL of sterile ADaM.,Bacterial family diversity and composition,alpha and beta diversity,Survival and reproduction,Survival,"Fig. 1,3,4,5. shannon index, PCA plots",Here we use gut microbiota transplants to show that both host genotype and gut microbiota mediate tolerance to toxic cyanobacteria in the freshwater crustacean Daphnia magna.,NA,NA
Macke2017,Will,Tim,Prelim.,2017,"Macke, Emilie , Martijn Callens, Luc De Meester & Ellen Decaestecker","Host-genotype dependent gut microbiota drives
zooplankton tolerance to toxic cyanobacteria",8,N,Daphnia,"Non-toxicity pre-exposed, Intolerant Genotype",No,Daphnia,Intolerant Genotype,Match,Complex sample design,5 per combination (4 donor genotypes × 2 donordiets × 3 replicated donor populations × 3 recipient genotypes × 5 individuals),"DNA was extracted using a PowerSoil DNA isolation kit (MO BIO laboratories), and dissolved in 20 µL MilliQ water.",V4 region of bacterial 16S rRNA,3,"Donor Daphnia from tolerant (T1 and T2) and susceptible (S1 and S2) genotypes were provided with a same inoculum of pond water to ensure a sufficiently diverse gut microbiota, and exposed to either a nontoxic green algal diet or a toxic cyanobacterial diet for 12 generations",2,"As all genotypes were hatched in the laboratory from resting eggs, and maintained in the laboratory for several years, it is unlikely that the experimental populations contain bacteria from the pond of origin.",1,"Donor Daphnia from tolerant (T1 and T2) and susceptible (S1 and S2) genotypes were provided with a same inoculum of pond water to ensure a sufficiently diverse gut microbiota, and exposed to either a nontoxic green algal diet or a toxic cyanobacterial diet for 12 generations",1,"The gut microbiota from these donor Daphnia was then extracted, and inoculated into germ-free recipient juveniles from either tolerant or susceptible genotypes.",1,sterile lab environment,2,and inoculated into germ-free recipient juveniles from either tolerant or susceptible genotypes.,2,Inocula added to daphnia tube,1,individually placed in 50 mL centrifuge tubes containing 45 mL of sterile ADaM.,Bacterial family diversity and composition,alpha and beta diversity,Survival and reproduction,Survival,"Fig. 1,3,4,5. shannon index, PCA plots",Here we use gut microbiota transplants to show that both host genotype and gut microbiota mediate tolerance to toxic cyanobacteria in the freshwater crustacean Daphnia magna.,NA,NA
NA,Chris,Tim,Snowball,2017,"Berasategui, A., Salem, H., Paetz, C., Santoro, M., Gershenzon, J., Kaltenpoth, M., and Schmidt, A.",Gut microbiota of the pine weevil degrades conifer diterpenes and increases insect fitness,1,N,Pine weevil,Pine weevil,NA,Pine weevil,Pine weevil,Match,3,2,Qiagen microbiome kit,Illumina Genome Analyse,3,gut suspension of untreated weevils,4,pine weevils collected in forest of germany,2,normal pine weevils,2,had diet with antibiotic rifampicin for 14 days,4,pine weevils collected in forest of germany,2,normal pine weevils,2,gut contents mixed into food,1,individual petri dishes,"measured microbial response of pine weevils eating pine, artificial diet, or artificial diet plus antibiotic",Alpha diversity,after antibiotic treatment diterpenes increased in faeces compared to control. transplant of normal gut contents rescued terpene degredation ability,Metabolism,Fig2,to see what how pine weevils deal with terpenes in pine – antibiotically perturbed pine weevil microbiome and then rescued microbiome with a transplant,NA,NA
NA,Chris,Amy,Snowball,2017,"Kwong, W.K., Mancenido, A.L., Moran, N.A.",Immune system stimulation by the native gut microbiota of honey bees,1,Y,bee,Apis  mellifera,NA,bee,Apis  mellifera,Match,2,not stated,none measured,none measured,3,whole guts from bees,3,from colonies kept at University of Texas Austin,2,normal bees,1,germ free bees,1,"Bees were then transferred to
plastic cup cages and kept at 34°C for 5 days and supplied with ﬁlter-sterilized 1 : 1 (w/v) sucrose water
and sterile pollen.",2,normal bees,2,homogenized in sucrose water,1,plastic cup cages (likely individual),none measured,none measured,"anitmicrobial peptide gene expression measured, apidaecin (anitmicrobe petide) measured, immunse response of bees after bacterial challenge (by E. coli) – survival and E. coli clearing",immunity,"Fig 1,2,3,4",assessing how the gut microbiome of bees affects the immunity of the bees – germ free bees were exposed to either bee gut or cultures of two gut bacteria,NA,NA
NA,Chris,Amy - same study,Snowball,2017,"Kwong, W.K., Mancenido, A.L., Moran, N.A.",Immune system stimulation by the native gut microbiota of honey bees,2,Y,bee,Apis  mellifera,NA,bee,Apis  mellifera,Match,3,not stated,none measured,none measured,1,Snodgrassella alvi and Gilliamella apicola cultures (individual treatments),NA,culture,NA,culture,1,germ free bees,1,"Bees were then transferred to
plastic cup cages and kept at 34°C for 5 days and supplied with ﬁlter-sterilized 1 : 1 (w/v) sucrose water
and sterile pollen.",2,normal bees,2,suspended in sucrose water,1,plastic cup cages (likely individual),none measured,none measured,"anitmicrobial peptide gene expression measured, apidaecin (anitmicrobe petide) measured, immunse response of bees after bacterial challenge (by E. coli) – survival and E. coli clearing",immunity,"Fig 1,2,3,4",assessing how the gut microbiome of bees affects the immunity of the bees – germ free bees were exposed to either bee gut or cultures of two gut bacteria,NA,NA
NA,Chris,Will,Snowball,2017,"Alberoni D., Baffoni, L., Gaggia, F., Ryan, P.M., Murphy, K., Ross, P.R., Stanton, C., and Di Gioia, D.","Impact of beneficial bacteria supplementation on the gut micrbiota, coloy development and productivity of Apis mellifera L.",1,N,bee,Apis  mellifera,NA,bee,Apis  mellifera,Match,2,9,QIAamp DNA Stool Mini Kit,Illumina MiSeq,2,"Bifidobacterium asteroides DSM 20431, Bifidobacterium 
coryneforme C155 and Bifidobacterium indicum C449, 
isolated from the bee gut by Scardovi and Trovatelli 
(1969) and available at the Bologna University Scardovi 
Collection of Bifidobacteria, were grown anaerobically 
at 37 °C in Tryptone Peptone Yeast extract (TPY) liquid 
medium (Scardovi, 1986). Lactobacillus kunkeei Dan39 
(KP114141), Lactobacillus plantarum Dan91 (KP114145) 
and Lactobacillus johnsonii Dan92",NA,culture,NA,culture,5,bee colonies in organic “farm” in regional park,5,bee colonies in organic “farm” in regional park,2,normal bees,2,"Treatments were 
directly sprayed onto the surface of each frame to reach 
adult bees and the brood.",2,cohoused in colonies,"measure 16S rDNA PCR DGGE of Eubacter, Lactobacillus and Bifidobacterium spp. to investigate the structure of the but microbmiom. also did next generation sequencing",alpha diversity (next generation and PCR). beta diversity for PCR),"honey, pollen and brood production",Metabolism,"Fig 2,4",Europe restricts use of chemicals and therapeutic agents in beekeeping. therefore other supplements are useful. test the usefulness of beneficial bacteria (obtained from bees) on bee productivity,NA,NA
NA,Chris,Karl,Snowball,2017,"Billiet, A., Meeus, I., Cnockaert, M., Vandamme, P. Oystaeyen, A.V., Wackers, F. Smagghe, G.",Effect of oral administration of lactic acid bacteria on colony performance and gut microbiota in indoor-reared bumblebess (Bombus terrestris),1,Y,non bumblebee donor,Non Bombus terrestris,NA,bumblebee,Bombus terrestris,Mismatch,7,10 (microcolonies),DNA extraction was performed as described in Meeus et al. (2013),Illumina MiSeq,1,"Lactobacillus acidophilus LMG 11430, Lactobacilus crispatus LMG 9479, Lactobacillus kunkeei LMG, 18925, Bifidobacterium asteroides LMG 10735 and LMG 11581, Bifidobacterium coryneforme LMG. One of each strain given to each treatment",NA,"culture (Belgian Coordinated Collections of Microorgan-
isms at the Laboratory of Microbiology of Ghent Univer-
sity (BCCM/LMG), except B. actinocoloniiforme R-
53049 which was isolated and identified from a bumble-
bee gut in the lab.) - from a variety of non bombus species sources including human, grape juice, and honey bees",NA,"culture (Belgian Coordinated Collections of Microorgan-
isms at the Laboratory of Microbiology of Ghent Univer-
sity (BCCM/LMG), except B. actinocoloniiforme R-
53049 which was isolated and identified from a bumble-
bee gut in the lab.) - from a variety of non bombus species sources including human, grape juice, and honey bees",4,bumblebees were obtained from an indoor mass-production facility,1,bumblebees were obtained from an indoor mass-production facility but were fed sterilized pollen,2,normal bumblebees (although formed microcolony with no queen instead of from normal colony) ALSO on LOW NUTRITIONAL POLLEN,2,pollen mixed with each bacterial strain,2,co-housed in microcolony,"Com-
munity richness was calculated with the Chao1 esti-
mator (alpha diversity) and community diversity
with the Shannon index (beta diversity). The bacte-
rial evenness (e ) was calculated as e = H /lnS , where
H is the Shannon index and S is the number of
OTUs",alpha and beta diversity,"the
number of days until first egg, first pupa, first drone
emergence, the number of drones, the total drone mass
per microcolony, and the average mass per drone.",whole body,Fig 1,Continuous supplementation of several Lactobacillus and Bifidobacterium strains to low nutritional pollen,NA,NA
NA,Chris,Karl - same study,Snowball,2017,"Billiet, A., Meeus, I., Cnockaert, M., Vandamme, P. Oystaeyen, A.V., Wackers, F. Smagghe, G.",Effect of oral administration of lactic acid bacteria on colony performance and gut microbiota in indoor-reared bumblebess (Bombus terrestris),2,Y,non bumblebee donor,Non Bombus terrestris,NA,bumblebee,Bombus terrestris,Mismatch,4,10 (microcolonies),DNA extraction was performed as described in Meeus et al. (2013),Illumina MiSeq,1,L. kunkeei,NA,"culture (Belgian Coordinated Collections of Microorgan-
isms at the Laboratory of Microbiology of Ghent Univer-
sity (BCCM/LMG) – originally isolated from grape juice",NA,"culture (Belgian Coordinated Collections of Microorgan-
isms at the Laboratory of Microbiology of Ghent Univer-
sity (BCCM/LMG) – originally isolated from grape juice",4,bumblebees were obtained from an indoor mass-production facility,1,bumblebees were obtained from an indoor mass-production facility but were fed sterilized pollen,2,normal bumblebees (although formed microcolony with no queen instead of from normal colony) ALSO ON TWO TYPES OF HIGH NUTRITIONAL POLLEN,2,pollen mixed with each bacterial strain,2,co-housed in microcolony,none measured,NA,"the
number of days until first egg, first pupa, first drone
emergence, the number of drones, the total drone mass
per microcolony, and the average mass per drone.",whole body,NA,"F i t n e s s e f f e c t s o f a s i n g l e
supplementation of L. kunkeei
LMG 18925 to two high nutritional
pollen types",NA,NA
NA,Chris,Karl - same study,Snowball,2017,"Billiet, A., Meeus, I., Cnockaert, M., Vandamme, P. Oystaeyen, A.V., Wackers, F. Smagghe, G.",Effect of oral administration of lactic acid bacteria on colony performance and gut microbiota in indoor-reared bumblebess (Bombus terrestris),3,Y,bumblebee,Bombus pascuorum,NA,bumblebee,Bombus terrestris,Match,2,10 (microcolonies),DNA extraction was performed as described in Meeus et al. (2013),Illumina MiSeq,1,B. actinocoloniiforme,NA,"culture ( B. actinocoloniiforme R-
53049. This strain was isolated from the gut of
Bombus pascuorum that was sampled in Belgium)",NA,"culture ( B. actinocoloniiforme R-
53049. This strain was isolated from the gut of
Bombus pascuorum that was sampled in Belgium)",4,bumblebees were obtained from an indoor mass-production facility,1,bumblebees were obtained from an indoor mass-production facility but were fed sterilized pollen,2,normal bumblebees (although formed microcolony with no queen instead of from normal colony) ALSO on LOW NUTRITIONAL POLLEN,2,pollen mixed with each bacterial strain,2,co-housed in microcolony,"Com-
munity richness was calculated with the Chao1 esti-
mator (alpha diversity) and community diversity
with the Shannon index (beta diversity). The bacte-
rial evenness (e ) was calculated as e = H /lnS , where
H is the Shannon index and S is the number of
OTUs",alpha and beta diversity,"the
number of days until first egg, first pupa, first drone
emergence, the number of drones, the total drone mass
per microcolony, and the average mass per drone.",whole body,NA,"Three supplementations of bumblebee
isolate B. actinocoloniiforme R-53049",NA,NA
Erkosar B2017,Mason,Amy,Google Scholar,2017,"Erkosar B, Kawecki TJ., Kolly S, van der Meer JR",Adaptation to chronic nutritional stress leads to reduced dependence on microbiota in Drosophila melanogaster.,1,Y,fruitfly,NA,No,fruitfly,NA,Match,2,6 colonies,Dneasy Blood and Tissue Qiagen,16S v1-v2 region: Illumina MiSeq,3,Donor from all 12 colonies,2,Donor from fies kept in non-sterile environment,2,Wiltype and selected flies mixed,1,"Germ-free eggs, colonized immediately upon hatch",2,Drosophila in lab,2,"Control Strain, generations kept on a standard diet",2,Inoculum added onto eggs,2,co-housed,No response,No Response,"Pupation Time & Survival, Protease expression, amylase expression",Whole Body & Gene Expression,"Fig. 1, Fig. 2, Fig. 3., Fig. 4, Fig. 5",Inoculum of complete microbiome added to sterile eggs of control strains. Compared to poor-nutrient selected strains (below) similarly inoculated. Comparisons also made with germ free individuals of the same strain.,NA,NA
Erkosar B2017,Mason,Amy - same study,Google Scholar,2017,"Erkosar B, Kawecki TJ., Kolly S, van der Meer JR",Adaptation to chronic nutritional stress leads to reduced dependence on microbiota in Drosophila melanogaster.,2,Y,fruitfly,NA,No,fruitfly,NA,Match,2,6 colonies,Dneasy Blood and Tissue Qiagen,16S v1-v2 region: Illumina MiSeq,3,Donor from all 12 colonies,2,Donor from fies kept in non-sterile environment,2,Wiltype and selected flies mixed,1,"Germ-free eggs, colonized immediately upon hatch",2,Drosophila in lab,1,Strain kept for 170 generations on a poor nutrition diet,2,Inoculum added onto eggs,2,co-housed,No response,No Response,"Pupation Time & Survival; Protease expression, amylase expression",Whole Body & Gene Expression,"Fig. 1, Fig. 2, Fig. 3., Fig. 4, Fig. 6",Inoculum of complete microbiome added to sterile eggs of selected (poor nutrient diet) strains. Compared to control strains (above) similarly inoculated. Comparisons also made with germ free individuals of the same strain.,NA,NA
Erkosar B2017,Mason,Amy - same study - same study,Google Scholar,2017,"Erkosar B, Kawecki TJ., Kolly S, van der Meer JR",Adaptation to chronic nutritional stress leads to reduced dependence on microbiota in Drosophila melanogaster.,3,Y,fruitfly,NA,Yes,fruitfly,NA,Match,2,6 colonies per group,Dneasy Blood and Tissue Qiagen,16S v1-v2 region: Illumina MiSeq,1,Single Strain,2,Donor from fies kept in non-sterile environment,2,Common bacterial strain in fruitflies,1,Germ-free,2,Drosophila in lab,2,Control Strain,2,Sterile eggs monocolonized as above.,2,co-Housed,qPCR abundance of the single bacterial strain.,Cell Counts,Gene expression and growth rate,Whole Body & Gene Expression,"Fig. 1, Fig. 2, Fig. 3., Fig. 4, Fig. 7","This was to test for differences in the degree of colonization between the select and control strains. I.e. one strain could have different colonization rates of different taxa, and so despite same initial inoculum, there could be different community outcomes. Next monoinoculated control and select strains were compared to their germ-free counterparts",NA,NA
Erkosar B2017,Mason,Amy - same study - same study,Google Scholar,2017,"Erkosar B, Kawecki TJ., Kolly S, van der Meer JR",Adaptation to chronic nutritional stress leads to reduced dependence on microbiota in Drosophila melanogaster.,4,Y,fruitfly,NA,Yes,fruitfly,NA,Match,2,6 colonies per group,Dneasy Blood and Tissue Qiagen,16S v1-v2 region: Illumina MiSeq,1,Single Strain,2,Donor from fies kept in non-sterile environment,2,Common bacterial strain in fruitflies,1,Germ-free,2,Drosophila in lab,2,Select strain kept for 170 generations on a poor diet,2,Sterile eggs monocolonized as above.,2,co-Housed,qPCR abundance of the single bacterial strain.,Cell Counts,Gene expression and growth rate,Whole Body & Gene Expression,"Fig. 1, Fig. 2, Fig. 3., Fig. 4, Fig. 7","This was to test for differences in the degree of colonization between the select and control strains. I.e. one strain could have different colonization rates of different taxa, and so despite same initial inoculum, there could be different community outcomes. Next monoinoculated control and select strains were compared to their germ-free counterparts",NA,NA
Moghadam2017,Mason,Chris,Google Scholar,2017,"Moghadam, Neda N; Thorshauge, Pia Mai; Kristensen, Torsten N; de Jonge, Nadieh; Bahrndorff, Simon; Kjeldal, Henrik; Nielsen, Jeppe Lund",Strong responses of Drosophila melanogaster microbiota to developmental temperature,1,N,fruitfly,NA,Yes,fruitfly,NA,Match,1,24,Dneasy Blood and Tissue Qiagen,MiSeq Illumina v3 chemistry v1-3 region,3,donor flies raised at 13C in lab,2,fruitflies kept in non-sterile lab,2,donor flies raised at 13C in lab,3,In lab flies with complete micorbiota,2,Flies in lab,2,Wildtype flies raised at 23C,2,Mixed into food,2,co-housed,"Efficacy of Transplant (NMDS figure 4, and top 12 OTUs)",Beta Diversity & Alpha Diversity,Ctmax & CT Min,Metabolism,"Fig 3, Fig 2","1. Fruit fly larvae were were allowed to develop to adulthood under 13, 23, or 31oC temperatures. 2. Different Ctmin/max were demonstrated between the groups. 3. The gut contents of these three experimental groups were transplanted into reciepient flies raised at 23oC (3 microbiome transplants + Control non-transplant group). 4. Thermal tolerance of recipeient flies examined to test whether tolerance could be conferred via the microbiota.",NA,NA
Moghadam2017,Mason,Chris,Google Scholar,2017,"Moghadam, Neda N; Thorshauge, Pia Mai; Kristensen, Torsten N; de Jonge, Nadieh; Bahrndorff, Simon; Kjeldal, Henrik; Nielsen, Jeppe Lund",Strong responses of Drosophila melanogaster microbiota to developmental temperature,2,N,fruitfly,NA,Yes,fruitfly,NA,Match,1,24,Dneasy Blood and Tissue Qiagen,MiSeq Illumina v3 chemistry v1-3 region,3,donor flies raised at 23C in lab,2,fruitflies kept in non-sterile lab,2,donor flies raised at 23C in lab,3,In lab flies with complete micorbiota,2,Flies in lab,2,Wildtype flies raised at 23C,2,Mixed into food,2,co-housed,"Efficacy of Transplant (NMDS figure 4, and top 12 OTUs)",Beta Diversity & Alpha Diversity,Ctmax & CT Min,Metabolism,"Fig 3, Fig 3","1. Fruit fly larvae were were allowed to develop to adulthood under 13, 23, or 31oC temperatures. 2. Different Ctmin/max were demonstrated between the groups. 3. The gut contents of these three experimental groups were transplanted into reciepient flies raised at 23oC (3 microbiome transplants + Control non-transplant group). 4. Thermal tolerance of recipeient flies examined to test whether tolerance could be conferred via the microbiota.",NA,NA
Moghadam2017,Mason,Chris,Google Scholar,2017,"Moghadam, Neda N; Thorshauge, Pia Mai; Kristensen, Torsten N; de Jonge, Nadieh; Bahrndorff, Simon; Kjeldal, Henrik; Nielsen, Jeppe Lund",Strong responses of Drosophila melanogaster microbiota to developmental temperature,3,N,fruitfly,NA,Yes,fruitfly,NA,Match,1,24,Dneasy Blood and Tissue Qiagen,MiSeq Illumina v3 chemistry v1-3 region,3,donor flies raised at 31C in lab,2,fruitflies kept in non-sterile lab,2,donor flies raised at 31C in lab,3,In lab flies with complete micorbiota,2,Flies in lab,2,Wildtype flies raised at 23C,2,Mixed into food,2,co-housed,"Efficacy of Transplant (NMDS figure 4, and top 12 OTUs)",Beta Diversity & Alpha Diversity,Ctmax & CT Min,Metabolism,"Fig 3, Fig 4","1. Fruit fly larvae were were allowed to develop to adulthood under 13, 23, or 31oC temperatures. 2. Different Ctmin/max were demonstrated between the groups. 3. The gut contents of these three experimental groups were transplanted into reciepient flies raised at 23oC (3 microbiome transplants + Control non-transplant group). 4. Thermal tolerance of recipeient flies examined to test whether tolerance could be conferred via the microbiota.",NA,NA
Shi2017,Mason,Amy,Google Scholar,2017,"Shi, Junxiu; Wang, Yifan; He, Jian; Li, Pingping; Jin, Rong; Wang, Ke; Xu, Xi; Hao, Jie; Zhang, Yan; Liu, Hongju; others",Intestinal microbiota contributes to colonic epithelial changes in simulated microgravity mouse model,1,Y,mouse,NA,No,mouse,NA,Match,2,3 to 6,Qiagen stool DNA minikit,qPCR 16S,2,"""donor"" mice were HU stressor exposed",1,non-sterile lab,1,HU-exposed mice,3,Control,2,Mice in lab,1,Control recipient,2,Co-Housing,2,Co-housed ctrl-HU,Microbiome response/confirmation not made.,Cell Counts,"Colonic goblet cell numbers, epithelial cell apoptosis, segmented filamentous bacteria",Histological,"Fig 1, 2, 3, 5, 6","CTRL mice were co-housed with HU exposed mice to examine whether the CTRL mouse microbiome could normalize the HU, or whether the HU could disrupt the CTRLs (evidence for the second).",NA,NA
Shi2017,Mason,Amy - same study,Google Scholar,2017,"Shi, Junxiu; Wang, Yifan; He, Jian; Li, Pingping; Jin, Rong; Wang, Ke; Xu, Xi; Hao, Jie; Zhang, Yan; Liu, Hongju; others",Intestinal microbiota contributes to colonic epithelial changes in simulated microgravity mouse model,2,Y,mouse,NA,No,mouse,NA,Match,2,3 to 6,Qiagen stool DNA minikit,qPCR 16S,3,Donor control,2,non-germ free but lab,2,Control wild-type mice,3,Control,2,Mice in lab,2,Control recipient,2,Oral gavage at a two-day interval,2,Co-housed within group,Microbiome response to transplant not reported,Cell Counts,Goblet Cell # & epithelial cell death.,histological,"Fig 1, 2, 3, 5, 7",HU mice provided fecal transplants (CTRL sourced) every other day for 4 weeks. Researchers were interested in whether transplant could alleviate the pathology displayed in mice post HU treatment (it did),NA,NA
Shi2017,Mason,Amy - same study,Google Scholar,2017,"Shi, Junxiu; Wang, Yifan; He, Jian; Li, Pingping; Jin, Rong; Wang, Ke; Xu, Xi; Hao, Jie; Zhang, Yan; Liu, Hongju; others",Intestinal microbiota contributes to colonic epithelial changes in simulated microgravity mouse model,3,Y,mouse,NA,No,mouse,NA,Match,2,3 to 6,Qiagen stool DNA minikit,qPCR 16S,3,Donor control,2,non-germ free but lab,2,Control wild-type mice,2,Pathogenic microbiome elicited via hinlimb unoading stressor,2,Mice in lab,1,HU stressed host,2,Oral gavage at a two-day interval,2,Co-housed within group,Microbiome response to transplant not reported,Cell Counts,Goblet Cell # & epithelial cell death.,histological,"Fig 1, 2, 3, 5, 7",HU mice provided fecal transplants (CTRL sourced) every other day for 4 weeks. Researchers were interested in whether transplant could alleviate the pathology displayed in mice post HU treatment (it did),NA,NA
Ji2018,Chris,Will,Google Scholar,2018,"Ji, Shoukun; Hui, Yan; Jiang, Tao; Guo, Chuanyan; Liu, Jingjing; Su, Huawei; Alugongo, Gibson Maswayi; Shi, Haotao; Wang, Yajing; Cao, Zhijun; others",Ecological restoration of antibiotic-disturbed gastrointestinal microbiota in foregut and hindgut of cows,1,N,cow,Holstein,No,cow,Holstein,Match,3,5,Qiagen DNA Extraction kit. 16S rRNA genes mplified.,Illumina MiSeq v4 16S rRNA,3,rumen microbiota from captive cows,3,captive cows,2,though cows do have fistula,2,"antibiotic treatment of penicillin and streptomycic, twice daily. still micriobiota left over – (study checked this)",3,captive cow,2,though cows do have fistula,1,received rumen microbiota by rumen fistula,2,cows were housed in a free stall,microbial communities differed between control and transplant cows after antibiotic treamtent (basically returned richness quicker than without transplant),alpha and beta diversity,none measured,NA,"5,6",antibiotically perturbed microbiota in cows. measured the community before and after perturbation. measured community during microbial transplantation from healthy donor cows (and compared to control of no transplantation),NA,NA
Schroeder2018,Tim,Will,Web of Science,2018,"Schroeder, BO; Birchenough, GMH; Stahlman, M; Arike, L; Johansson, MEV; Hansson, GC; Backhed, F",Bifidobacteria or Fiber Protects against Diet-Induced Microbiota-Mediated Colonic Mucus Deterioration,1,NA,mouse,NA,NA,mouse,NA,Match,2,7 to 8,"repeated bead-beating using a Fast-Prep System with Lysing Matrix E (MPBio, CA) as described previously (Salonen et al., 2010)",Illumina MiSeq v4 16S rRNA,2,"Ten-week-old mice (n = 7–8 mice/group) were treated with an antibiotic cocktail (ABX: 1 g/L ampicillin, 1 g/L metronidazole, 0.5 g/L vancomycin, and 0.5 g/L neomycin) for 3 days",1,mice were co-housed with 5 mice/cage under specific pathogen free (SPF) conditions,2,Male wild-type C57BL/6J mice,2,"After 10 weeks fed a chow diet mice were gavaged with 200 ml of an antibiotic cocktail once a day for three consecutive days (ampicillin 1 g/l, metronidazole 1 g/l, vancomycin 0. 5g/l, neomycin 0.5 g/l, Sigma-Aldrich).",2,"Male wild-type C57BL/6J mice were co-housed with 5 mice/cage under specific pathogen free (SPF) conditions at a 12 hour light/ dark cycle, had unlimited access to water and food and were either bred in-house or, when obtained from Charles River, Germany, acclimatised to the facility for three weeks in cages with bedding that has previously been exposed to facility-resident mice.",2,Male wild-type C57BL/6J mice,1,gavaged weekly with caecal content from age- and gender matched mice,2,co-housed,"relative abundances by phylum, genus; phylogenetic diversity, Pca","Cell counts, alpha diversity, beta diversity","penetrability of the inner colonic mucus layer, Growth rate of the inner colonic mucus layer",histological,Figure 5,"To elucidate whether the gut microbiota is causal for the reduced mucus growth and increased penetrability, we performed a microbiota transplantation experiment (Figure 5A).",NA,NA
